0.1200403,0.01152469,-0.00665836,-0.12588483,0.18679977,0.06830357,0.01849497,0.1921278,0.09511774,-0.12755296,0.08741826,0.01167054,-0.03610019,0.15661764,0.09634824,-0.22685795,-0.00386031,-0.11761056,0.03952105,0.00820061,-0.08852738,-0.06736477,0.068836,-0.15938474,-0.13152653,0.03289594,-0.0309874,0.11731893,-0.13184157,0.22471578,-0.02484539,-0.04953447,-0.0329679,0.03921895,0.04582954,-0.04167696,0.0005096,-0.2090626,0.10584752,-0.12553196,-0.20808241,0.21760315,-0.03437132,-0.115002,0.2896142,0.08300023,0.08562953,0.24240853,-0.13786088,-0.11983256,0.17000017,-0.04111314,-0.03156725,-0.02466276,-0.0995873,0.18483193,-0.20836514,0.07135471,-0.08849355,0.16337639,-0.06023015,-0.10431535,-0.20286216,0.15377178
0.1455261,0.25731606,-0.15764042,-0.07384717,0.01496758,-0.14068899,0.2220603,0.22445278,-0.25299317,0.02320785,-0.27465735,-0.02040896,0.25525764,-0.07812979,-0.07499939,0.08171116,0.10905507,-0.02339116,-0.05911815,0.12811944,-0.00292962,0.05764602,-0.0389932,-0.08266486,0.00911913,0.23816281,-0.17649776,0.02684168,0.01410999,0.12370914,0.0958658,0.00911548,0.06152831,-0.04785673,0.08858816,-0.07494637,0.00751277,-0.05981872,-0.1493603,0.12292039,0.05830727,0.05935692,-0.1046296,-0.20830359,-0.04310616,0.13093175,-0.21557955,-0.1762545,0.0424231,0.13892588,-0.03124693,-0.05165483,-0.02759323,-0.03600853,0.09338197,0.04550607,0.14922861,-0.0009802,0.27178436,0.06079493,-0.04006543,-0.13767476,-0.06803773,-0.01185354
-1.10303297e-01,-6.64967638e-02,9.16763472e-03,-8.14721198e-02,2.24468708e-01,2.84982556e-01,1.38400109e-01,-1.11742498e-01,1.31399724e-03,-9.37606618e-04,3.89753715e-02,1.58481672e-01,-1.01534970e-01,-1.94413458e-01,4.29709884e-02,3.32548920e-02,2.22521627e-02,3.15937779e-01,1.99209742e-01,1.81937552e-02,8.63003843e-02,1.36401023e-02,1.67914004e-01,-9.58875452e-02,-1.07815834e-01,-3.68647047e-02,1.73727046e-01,5.29500063e-02,-8.78119414e-04,-3.66819361e-02,-3.72860502e-02,-1.33401191e-02,2.90385032e-02,-1.63041578e-01,2.00499629e-01,6.85952357e-03,1.27432406e-01,1.66105607e-01,4.61110411e-02,1.06751316e-01,-7.56957655e-03,2.09986946e-01,-4.33403214e-03,-1.48172926e-02,8.85149034e-02,-1.40584885e-02,1.99916626e-01,-1.31801688e-01,3.76697833e-02,-4.08974414e-02,-1.63693839e-01,1.24123318e-01,-7.58245701e-02,-7.88401507e-02,-1.41716793e-01,-2.55773432e-01,-7.49853437e-02,-1.48921991e-04,-1.89311009e-01,2.75745976e-01,2.66229228e-02,6.59438372e-02,-8.32423594e-03,-3.66710903e-02
-0.16428184,-0.02028908,-0.08384589,-0.03177964,-0.07021907,-0.14891365,-0.00130302,-0.12123063,0.1047612,-0.11985673,-0.0788975,-0.09057045,-0.11164345,0.05728624,0.09166486,-0.13364064,-0.21855409,0.23533527,-0.196597,0.04972349,0.1125063,-0.07697189,0.18755621,-0.20963615,0.06248495,0.22186536,-0.06884504,0.18114945,0.08874782,0.06370222,0.13863521,0.05663682,-0.18195185,0.12693749,-0.00177032,-0.02072057,0.08057477,0.08646528,-0.19567993,-0.17428297,-0.04098182,0.10051164,-0.20666523,-0.07649722,0.09657825,0.06667837,-0.1539139,-0.00885194,0.08864489,-0.01694065,0.1175472,-0.01125317,-0.03936772,0.11323296,-0.04009231,0.08910683,0.24529195,-0.02652369,0.11607474,0.13008692,0.15110105,0.18019636,-0.21924428,-0.05601842
-1.21238127e-01,5.27147575e-02,-1.39851342e-01,-1.28182916e-01,1.88012938e-02,-7.54373460e-05,2.65951976e-01,-8.50915291e-02,1.04237791e-01,-1.11283898e-02,1.28219059e-01,-1.73129258e-01,3.58628191e-02,-8.39422044e-02,1.11188611e-01,5.20861351e-01,8.78220070e-02,-3.69358811e-02,7.23950672e-03,1.49983727e-02,-2.94893993e-02,-5.12309513e-03,-6.58185197e-02,-1.17809942e-02,-2.38218523e-01,1.94891289e-02,-8.42574742e-02,8.52443769e-03,-1.30604098e-01,-5.78459481e-02,-1.54443481e-01,-1.47777683e-01,9.74696691e-02,7.82683576e-02,-8.71486158e-02,7.99538949e-02,2.23292988e-01,-7.41509721e-02,2.24824543e-01,-2.66139809e-02,-6.70342469e-03,7.59153173e-03,-1.02376317e-01,-1.99875420e-01,-5.12727501e-02,9.57852540e-02,1.17260589e-01,-7.65243626e-02,-1.72921445e-01,-4.59674927e-02,6.21648856e-02,-1.12927896e-02,-1.60457371e-01,-1.89341185e-02,1.26851443e-01,-3.90544287e-02,-6.74520403e-02,-1.44642646e-01,-1.44285173e-01,-5.82809404e-02,-2.49984136e-02,-1.11211904e-01,1.11410549e-01,-2.66163574e-02
0.10011489,0.02021405,-0.16702606,-0.08581029,0.22369463,-0.05491864,-0.08963785,0.00124288,0.07935422,0.13735926,-0.08773312,0.02808412,0.0478194,-0.22962744,0.10889478,-0.00810319,0.16502882,-0.08456601,-0.05546425,0.11201566,-0.00971759,0.00721832,0.09781313,-0.10815611,0.20415243,-0.10613799,-0.19522487,-0.12699436,-0.10747958,0.06987087,-0.01454792,-0.1307499,-0.09349739,0.09058997,0.18723679,0.04713512,0.16791336,0.25940553,-0.24825823,0.04040772,-0.10848155,-0.03755437,0.08774842,0.20338052,-0.07639589,0.11101186,0.09488845,0.02761808,0.2493946,-0.06893317,0.08045904,0.03132406,-0.28793874,0.04033112,0.20065303,-0.07366112,-0.01711692,-0.07100128,0.18540626,-0.07240845,0.09824886,0.02518834,0.07401064,-0.10857101
0.0299736,-0.04846712,-0.03390295,0.09133779,-0.05961899,0.09211468,-0.02927728,-0.00999622,-0.12268997,0.13443775,-0.02522567,0.20479366,0.02214445,-0.0662377,0.12138536,0.02447988,0.23311408,0.00648693,-0.09353657,-0.12613428,0.07798084,0.04678642,-0.09344647,-0.13953511,0.22320014,-0.12070239,-0.07552791,-0.15325594,0.01933377,-0.02134713,-0.07448955,-0.11933538,0.21790736,0.04718689,-0.04752619,0.00581074,-0.09280377,-0.01857704,-0.15130868,0.24157333,0.02823652,0.01979649,-0.24016189,0.08810999,-0.09776715,-0.03067013,0.20225207,0.27672104,0.12429916,-0.03453141,0.0163771,-0.18267322,-0.05004892,0.05493945,0.01887723,0.13830246,-0.28797209,-0.05606468,-0.29262525,0.13046939,0.05937949,-0.07318912,-0.01088128,0.19698173
-0.07544666,-0.06879362,-0.08383587,0.23008942,0.02891105,-0.08128543,-0.09307951,0.09259467,0.05083256,-0.28992107,0.02385294,0.03001854,-0.12293535,-0.13095831,-0.03530826,0.12560237,-0.06496357,0.03232909,0.21763244,0.23487105,0.26143134,0.05055981,-0.20819946,0.02504551,0.08120416,-0.14042928,0.05529021,0.25895413,-0.09153107,-0.03056956,0.01821016,0.10645973,0.12789904,-0.02027853,0.01320378,-0.01351972,-0.14157824,-0.02234246,0.15485704,-0.06388721,0.13249065,-0.16250173,0.04802329,-0.0136976,0.02076178,-0.12203771,0.05490769,-0.11060114,0.14298558,-0.13608155,-0.20099478,0.11320655,0.05628283,-0.15945799,-0.0769685,-0.0915655,0.15739449,0.12460914,0.04904482,-0.173405,0.05938888,0.01924645,-0.22575296,0.14824805
-0.14836436,0.08137413,-0.04031592,0.11532048,-0.13869328,-0.11852339,0.1476605,0.10325006,0.15669245,0.10134237,0.01003249,-0.06152367,-0.07234179,-0.07241568,0.08139987,-0.21417566,-0.13648536,-0.04711101,-0.05680756,0.04124538,0.01598253,0.13541647,-0.05555184,-0.09757523,0.08701569,-0.10202916,-0.1766434,-0.07021123,0.1122836,-0.0089897,-0.22493574,-0.0085728,0.12782491,0.03791153,-0.15175458,-0.00567024,-0.0079086,-0.09689318,0.14999317,0.06800359,-0.03161984,0.2019546,0.00619742,0.15971814,0.12358205,0.05969054,0.15972374,-0.14262888,0.05146524,-0.24248462,-0.08406157,0.13137935,-0.0274698,-0.13445672,0.23934566,0.04020722,0.13663369,-0.03333023,0.06565548,0.34119916,-0.07462938,-0.2852834,0.08513809,-0.08309836
-0.02795663,0.02521861,0.12245894,0.03260601,0.10750876,-0.0347405,-0.26535248,-0.14693804,-0.0178541,-0.00999624,-0.05239948,-0.03272822,0.15832389,-0.11468618,0.04289183,0.02179541,0.03889945,-0.05432282,-0.30095393,-0.24126949,-0.16760413,-0.06949416,0.07232846,-0.06054482,0.02106391,-0.01851204,-0.08786989,-0.06556803,0.09246881,-0.16719628,-0.01762915,-0.05176752,0.143687,-0.27558876,0.05984807,0.36599371,0.36060812,0.16169222,0.00869638,-0.01607905,-0.13005505,-0.18688479,-0.12211298,-0.07739255,0.00263499,-0.04527911,0.16365494,-0.16452107,0.02056489,0.00255106,0.00369988,-0.13914568,0.05738596,-0.06313988,0.01732994,-0.12775632,0.02038086,-0.09367947,-0.00864702,-0.0420154,-0.06393842,0.05222923,-0.014066,-0.06761583
